,Year,Community_ID,Community_Name,Community_County,Community_FIPS_Code,Community_Region,Community_State,Community_Zip,Community_Population,Community_Median_Income,Shelter_ID,Shelter_Name,Org_Count,Shelter_Zip,Shelter_Type,Community_Lead,Begin_Count_D,Intake_Pub_H_D,Intake_Pub_TR_D,Intake_Pub_TM_D,Intake_Pub_UU_D,Intake_Pub_Total_D,Intake_In_Comm_H_D,Intake_In_Comm_TR_D,Intake_In_Comm_TM_D,Intake_In_Comm_UU_D,Intake_In_Comm_Total_D,Intake_Out_Comm_H_D,Intake_Out_Comm_TR_D,Intake_Out_Comm_TM_D,Intake_Out_Comm_UU_D,Intake_Out_Comm_Total_D,Intake_ORE_H_D,Intake_ORE_TR_D,Intake_ORE_TM_D,Intake_ORE_UU_D,Intake_ORE_Total_D,Total_Intake_D,ORE_Intake_UU_D,Total_Intake_Adj_D,Adoption_H_D,Adoption_TR_D,Adoption_TM_D,Adoption_UU_D,Total_Adoptions_D,Transfer_In_Comm_H_D,Transfer_In_Comm_TR_D,Transfer_In_Comm_TM_D,Transfer_In_Comm_UU_D,Transfer_In_Comm_Total_D,Transfer_Out_Comm_H_D,Transfer_Out_Comm_TR_D,Transfer_Out_Comm_TM_D,Transfer_Out_Comm_UU_D,Transfer_Out_Comm_Total_D,RTO_D,Return_Habitat_D,Euth_H_D,Euth_TR_D,Euth_TM_D,Euth_UU_D,Total_Euth_D,ORE_Euth_UU_D,Total_Euth_Adj_D,Sub_Outcomes_D,Died_Lost_D,Total_Outcomes_D,End_Count_D,Begin_Count_C,Intake_Pub_H_C,Intake_Pub_TR_C,Intake_Pub_TM_C,Intake_Pub_UU_C,Intake_Pub_Total_C,Intake_In_Comm_H_C,Intake_In_Comm_TR_C,Intake_In_Comm_TM_C,Intake_In_Comm_UU_C,Intake_In_Comm_Total_C,Intake_Out_Comm_H_C,Intake_Out_Comm_TR_C,Intake_Out_Comm_TM_C,Intake_Out_Comm_UU_C,Intake_Out_Comm_Total_C,Intake_ORE_H_C,Intake_ORE_TR_C,Intake_ORE_TM_C,Intake_ORE_UU_C,Intake_ORE_Total_C,Total_Intake_C,ORE_Intake_UU_C,Total_Intake_Adj_C,Adoption_H_C,Adoption_TR_C,Adoption_TM_C,Adoption_UU_C,Total_Adoptions_C,Transfer_In_Comm_H_C,Transfer_In_Comm_TR_C,Transfer_In_Comm_TM_C,Transfer_In_Comm_UU_C,Transfer_In_Comm_Total_C,Transfer_Out_Comm_H_C,Transfer_Out_Comm_TR_C,Transfer_Out_Comm_TM_C,Transfer_Out_Comm_UU_C,Transfer_Out_Comm_Total_C,RTO_C,Return_Habitat_C,Euth_H_C,Euth_TR_C,Euth_TM_C,Euth_UU_C,Total_Euth_C,ORE_Euth_UU_C,Total_Euth_Adj_C,Sub_Outcomes_C,Died_Lost_C,Total_Outcomes_C,End_Count_C
10,2014,MARIC,Maricopa County,Maricopa,4013,West,AZ,85034,4087191,53896,HALO,Helping Animals Live On,1,85017,AG,N,214.0,145.0,247.0,130.0,32.0,554.0,2827.0,1629.0,900.0,84.0,5440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5994.0,0.0,5994.0,1936.0,2529.0,1047.0,115.0,5627.0,0.0,12.0,11.0,152.0,175.0,23.0,15.0,13.0,2.0,53.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,5856.0,49.0,5905.0,302.0,167.0,80.0,28.0,7.0,6.0,121.0,742.0,425.0,108.0,104.0,1379.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1509.0,0.0,1509.0,783.0,498.0,85.0,71.0,1437.0,2.0,1.0,4.0,42.0,49.0,1.0,1.0,3.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1501.0,49.0,1550.0,124.0
11,2014,MARIC,Maricopa County,Maricopa,4013,West,AZ,85034,4087191,53896,HSOW,Humane Society of Wickenburg,1,85390,AG,N,20.0,67.0,1.0,9.0,0.0,77.0,7.0,0.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,87.0,86.0,0.0,0.0,0.0,86.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,98.0,0.0,98.0,17.0,13.0,27.0,1.0,1.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,29.0,26.0,0.0,0.0,0.0,26.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,3.0,31.0,0.0,31.0,11.0
12,2014,MARIC,Maricopa County,Maricopa,4013,West,AZ,85034,4087191,53896,MCACC,Maricopa County Animal Care and Control,1,85009,AC,N,1049.0,6674.0,10190.0,6010.0,9827.0,32701.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32704.0,0.0,32704.0,5834.0,985.0,2405.0,1160.0,10384.0,753.0,4554.0,521.0,353.0,6181.0,708.0,1039.0,1144.0,835.0,3726.0,4257.0,0.0,0.0,99.0,1265.0,6485.0,7849.0,0.0,7849.0,32397.0,306.0,32703.0,1049.0,506.0,792.0,1514.0,334.0,894.0,3534.0,79.0,84.0,0.0,0.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3697.0,0.0,3697.0,671.0,299.0,89.0,61.0,1120.0,258.0,890.0,95.0,84.0,1327.0,70.0,153.0,52.0,42.0,317.0,27.0,0.0,0.0,20.0,68.0,724.0,812.0,0.0,812.0,3603.0,95.0,3698.0,506.0
13,2014,MARIC,Maricopa County,Maricopa,4013,West,AZ,85034,4087191,53896,SVAS,Sun Valley Animal Shelter,1,85307,AG,N,53.0,427.0,0.0,0.0,0.0,427.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,0.0,428.0,438.0,1.0,0.0,0.0,439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,444.0,0.0,444.0,37.0,50.0,218.0,0.0,0.0,0.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,0.0,218.0,201.0,0.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,10.0,12.0,0.0,12.0,214.0,1.0,215.0,53.0
14,2014,MARIC,Maricopa County,Maricopa,4013,West,AZ,85034,4087191,53896,APR,Arizona Poodle Rescue,1,85138,AG,N,55.0,73.0,95.0,10.0,5.0,183.0,8.0,36.0,1.0,1.0,46.0,52.0,43.0,2.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,329.0,0.0,329.0,130.0,175.0,14.0,0.0,319.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,8.0,331.0,1.0,332.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2014,MARIC,Maricopa County,Maricopa,4013,West,AZ,85034,4087191,53896,CFC,Caring for Canines,1,85028,AG,N,16.0,343.0,148.0,6.0,0.0,497.0,114.0,51.0,2.0,0.0,167.0,122.0,49.0,3.0,0.0,174.0,0.0,0.0,0.0,0.0,0.0,838.0,0.0,838.0,573.0,247.0,11.0,2.0,833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,834.0,0.0,834.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2014,MARIC,Maricopa County,Maricopa,4013,West,AZ,85034,4087191,53896,FKR,Fearless Kitty Rescue,1,85269,AG,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,95.0,1.0,1.0,43.0,140.0,5.0,0.0,0.0,0.0,5.0,10.0,1.0,0.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,159.0,0.0,159.0,113.0,1.0,0.0,39.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,156.0,3.0,159.0,23.0
17,2014,MARIC,Maricopa County,Maricopa,4013,West,AZ,85034,4087191,53896,FFR,Furever Friends Rescue,1,85233,AG,N,21.0,42.0,3.0,8.0,8.0,61.0,42.0,7.0,4.0,3.0,56.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,118.0,82.0,10.0,10.0,8.0,110.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,117.0,1.0,118.0,21.0,36.0,177.0,24.0,19.0,27.0,247.0,72.0,14.0,7.0,10.0,103.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,352.0,0.0,352.0,245.0,38.0,28.0,16.0,327.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,21.0,23.0,0.0,23.0,352.0,0.0,352.0,36.0
18,2014,MARIC,Maricopa County,Maricopa,4013,West,AZ,85034,4087191,53896,RL,Rescue League,1,85064,AG,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,154.0,47.0,3.0,2.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0,206.0,185.0,39.0,3.0,0.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,235.0,8.0,243.0,81.0
19,2014,MARIC,Maricopa County,Maricopa,4013,West,AZ,85034,4087191,53896,RRAZ,Ruby Ranch,1,85069,AG,N,31.0,35.0,69.0,5.0,8.0,117.0,1.0,25.0,26.0,12.0,64.0,22.0,10.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,213.0,0.0,213.0,189.0,0.0,32.0,2.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,227.0,0.0,227.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
20,2014,MARIC,Maricopa County,Maricopa,4013,West,AZ,85034,4087191,53896,VDR,Valley Dogs Inc. (Valley Dogs Rescue),1,85299,AG,N,34.0,168.0,2.0,1.0,0.0,171.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,0.0,195.0,184.0,0.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,0.0,184.0,45.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
21,2014,ALAME,Alameda County,Alameda,6001,West,CA,94601,1610921,77214,BACS,Berkeley Animal Care Services,1,94710,AC,N,39.0,781.0,56.0,59.0,49.0,945.0,6.0,0.0,0.0,0.0,6.0,30.0,10.0,10.0,0.0,50.0,0.0,0.0,0.0,2.0,2.0,1003.0,2.0,1001.0,181.0,22.0,31.0,0.0,234.0,233.0,31.0,40.0,0.0,304.0,10.0,4.0,3.0,0.0,17.0,350.0,0.0,0.0,0.0,0.0,96.0,96.0,2.0,94.0,999.0,2.0,1001.0,39.0,15.0,405.0,116.0,85.0,79.0,685.0,0.0,0.0,7.0,0.0,7.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,2.0,2.0,709.0,2.0,707.0,115.0,20.0,33.0,0.0,168.0,223.0,97.0,54.0,0.0,374.0,6.0,3.0,3.0,0.0,12.0,68.0,0.0,0.0,0.0,0.0,79.0,79.0,2.0,77.0,699.0,8.0,707.0,15.0
